id,name,test_type,test_type_codes,keys,duration_minutes,languages,job_levels,remote,adaptive,description,url
74,Cloud Computing (New),K,K,Knowledge & Skills,8,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",https://www.shl.com/products/product-catalog/view/cloud-computing-new/
75,COBOL Programming (New),K,K,Knowledge & Skills,10,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",https://www.shl.com/products/product-catalog/view/cobol-programming-new/
76,Computer Science (New),K,K,Knowledge & Skills,12,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",https://www.shl.com/products/product-catalog/view/computer-science-new/
77,Contact Center Call Simulation (New),S,S,Simulations,15,English (USA),Entry-Level,True,False,Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/
78,Conversational Multichat Simulation,S,S,Simulations,11,English (USA),,True,False,"This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/
79,Core Java (Advanced Level) (New),K,K,Knowledge & Skills,13,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.",https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/
80,Core Java (Entry Level) (New),K,K,Knowledge & Skills,13,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.",https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/
81,CSS3 (New),K,K,Knowledge & Skills,8,English (USA),Mid-Professional;Professional Individual Contributor,True,False,Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,https://www.shl.com/products/product-catalog/view/css3-new/
82,Culinary Skills (New),K,K,Knowledge & Skills,7,English (USA),Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.",https://www.shl.com/products/product-catalog/view/culinary-skills-new/
83,Cyber Risk (New),K,K,Knowledge & Skills,9,English (USA),Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"Multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.",https://www.shl.com/products/product-catalog/view/cyber-risk-new/
84,Data Entry (New),S,S,Simulations,4,English (USA),Entry-Level,True,False,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,https://www.shl.com/products/product-catalog/view/data-entry-new/
85,Data Entry Alphanumeric Split Screen - US,K,K,Knowledge & Skills,5,English (USA),Professional Individual Contributor;Mid-Professional;Front Line Manager;Entry-Level,True,False,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.",https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/
86,Data Entry Numeric Split Screen - US,K,K,Knowledge & Skills,5,English (USA),Mid-Professional;Professional Individual Contributor;Entry-Level;Front Line Manager,True,False,"The Data Entry Numeric Split Screen - US assessment measures speed and accuracy at typing numbers into forms. The information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. Candidates may use either the keyboard's numeric keypad or the number keys at the top of the keyboard.",https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/
87,Data Entry Ten Key Split Screen,K,K,Knowledge & Skills,3,English (USA),Entry-Level;Front Line Manager;Mid-Professional;Professional Individual Contributor,True,False,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/
88,Data Science (New),K,K,Knowledge & Skills,14,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the conceptual knowledge on how to use machine learning to analyze data, extract information, draw conclusions and make statistically-driven decisions.",https://www.shl.com/products/product-catalog/view/data-science-new/
89,Data Warehousing Concepts,K,K,Knowledge & Skills,25,English (USA),Mid-Professional;Professional Individual Contributor,True,True,"The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and Data Warehouse Appliance, Business Considerations, Data Transformation, Data Warehousing and Data Marts, Design, Dimensional Data Model, On Line Analytical Processing (OLAP), Querying and Reporting/Data Extraction.",https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/
90,Dependability and Safety Instrument (DSI),P,P,Personality & Behavior,10,Portuguese (Brazil);Chinese Traditional;Danish;Dutch;Finnish;French;German;Icelandic;Chinese Simplified;English International;Italian;Latin American Spanish;Polish;Swedish;English (USA);Norwegian;Russian,Entry-Level,True,False,"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors.

Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase",https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/
91,Dermatology (New),K,K,Knowledge & Skills,3,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.",https://www.shl.com/products/product-catalog/view/dermatology-new/
92,Desktop Support (New),K,K,Knowledge & Skills,8,English (USA),Graduate;Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.",https://www.shl.com/products/product-catalog/view/desktop-support-new/
93,Digital Advertising (New),K,K,Knowledge & Skills,7,English (USA),Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,Multi-choice test that measures the candidate's knowledge about use of AdWords and tools to analyze ad performance on digital media.,https://www.shl.com/products/product-catalog/view/digital-advertising-new/
94,Digital Readiness Development Report - IC,P,P,Personality & Behavior,,,Director;Entry-Level;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Professional Individual Contributor;Supervisor,True,False,"This participant-oriented report is aimed at individual contributors (non-managerial) and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.

Note: this report is specifically aimed at Individual Contributors. A version designed for Managers is also available (see Digital Readiness Report - Managers).",https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/
95,Digital Readiness Development Report - Manager,P,P,Personality & Behavior,,,Entry-Level;Executive;Front Line Manager;General Population;Graduate;Manager;Mid-Professional;Supervisor;Director,True,False,"This participant-oriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against SHL's Digital Readiness Framework. The report describes the way the person typically behaves, rather than their actual skill levels. It gives an indication of the individual's likely strengths in each area and makes suggestions for development activities, based upon the information gained from the
questionnaire.

Note: this report is specifically aimed at managers. A version designed for individual contributors is also available (see Digital Readiness Report - IC).",https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/
96,Docker (New),K,K,Knowledge & Skills,10,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.",https://www.shl.com/products/product-catalog/view/docker-new/
97,Dojo (New),K,K,Knowledge & Skills,11,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.",https://www.shl.com/products/product-catalog/view/dojo-new/
98,Drupal (New),K,K,Knowledge & Skills,17,English (USA),Mid-Professional;Professional Individual Contributor,True,False,"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.",https://www.shl.com/products/product-catalog/view/drupal-new/
